Source,Comment,BoardWidth,BoardHeight,TextLabel,Type,Graphics,Xref,GraphId,GroupRef,BiopaxRef,Attribute,GroupId,Style,CenterX,CenterY,PublicationXref,openControlledVocabulary,GraphRef,Href,Key,Value
,,,,AKT1,GeneProduct,,,a9bd0,,,,,,,,,,,,,
,,,,"MHCII
",Protein,,,d9564,,,,,,,,,,,,,
,,,,"MHC-1
",Protein,,,d8759,,,,,,,,,,,,,
,,,,CD55,GeneProduct,,,eff93,,,,,,,,,,,,,
,,,,"CAR
CXADR",Protein,,,ca027,,,,,,,,,,,,,
,,,,"Viral entry
CVB3",GeneProduct,,,a4ca8,,bbd,,,,,,,,,,,
,,,,T cell receptor alpha chain V region,GeneProduct,,,a765f,cc6a4,,,,,,,,,,,,
,,,,SGCD,GeneProduct,,,d853e,,,,,,,,,,,,,
,,,,HLA-DMA,GeneProduct,,,a6a91,,,,,,,,,,,,,
,,,,ENDOG,GeneProduct,,,d4f13,,f61,,,,,,,,,,,
,Type your comment here,,,TLR4,GeneProduct,,,ddace,,,,,,,,,,,,,
,,,,IL1,Protein,,,faf75,f9fd7,,,,,,,,,,,,
,Adaptor protein ASC,,,PYCARD,GeneProduct,,,fe2fd,f9fd7,,,,,,,,,,,,
,,,,DFFA/ICAD,GeneProduct,,,fc830,dff1d,,,,,,,,,,,,
,,,,hsp27,Protein,,,dde75,,,,,,,,,,,,,
,,,,c-Jun,Protein,,,f8224,,,,,,,,,,,,,
,,,,Perforin-1,Protein,,,feed9,,,,,,,,,,,,,
,,,,PIK3,GeneProduct,,,eba9a,,f61,,,,,,,,,,,
,,,,Cd28,GeneProduct,,,fd48d,,,,,,,,,,,,,
,,,,ITGAL,GeneProduct,,,af719,,,,,,,,,,,,,
,,,,LAMA2,GeneProduct,,,f4657,,,,,,,,,,,,,
,,,,CREB1,GeneProduct,,,aa7db,,cd8,,,,,,,,,,,
,,,,CXCR4,GeneProduct,,,cfebd,,,,,,,,,,,,,
,,,,ITGB2,GeneProduct,,,be4e2,,,,,,,,,,,,,
,,,,NFKB2,GeneProduct,,,ac7db,,f61,,,,,,,,,,,
,,,,CASP3,GeneProduct,,,a4103,,df3,,,,,,,,,,,
,,,,Matrix metalloproteinases,Protein,,,ac79f,,,,,,,,,,,,,
,,,,IL12A,GeneProduct,,,db9a8,b2b0e,,,,,,,,,,,,
,,,,KRT8,GeneProduct,,,b02a8,,c1c,,,,,,,,,,,
,,,,MYH6,GeneProduct,,,dcb4b,,,,,,,,,,,,,
,,,,IL2,Protein,,,ab669,,,,,,,,,,,,,
,,,,RAC3,GeneProduct,,,ee09f,ec0ad,,,,,,,,,,,,
,,,,DMD,GeneProduct,,,b077b,,,,,,,,,,,,,
,,,,135 S A-particle,RNA,,,cccec,,,,,,,,,,,,,
,,,,BCL2,GeneProduct,,,a53c8,c5f02,df3,,,,,,,,,,,
,,,,DAP5,GeneProduct,,,b2bbc,,df3,,,,,,,,,,,
,"Mulders MN, Lipskaya GY, van der Avoort HG, Koopmans MP, Kew OM, van Loon AM.
Molecular epidemiology of wild poliovirus type 1 in Europe, the Middle East, and the Indian
subcontinent. J Infect Dis 1995;171:1399-1405.
34. Mulders MN, Salminen M, Kalkkinen N, Hovi T. Molecular epidemiology of coxsackievirus B4
and disclosure of the correct VP1/2A(pro) cleavage site: evidence for high genomic diversity and
long-term endemicity of distinct genotypes. J Gen Virol 2000;81 Part 3:803-812.
35. Rico-Hesse R, Pallansch MA, Nottay BK, Kew OM. Geographic distribution of wild poliovirus
type 1 genotypes. Virology 1987;160:311-322.",,,2A^PRO,GeneProduct,,,b3f8b,ebd20,,,,,,,,,,,,
,,,,DAG1-B,GeneProduct,,,f307e,,,,,,,,,,,,,
,Type your comment here,,,TLR5,GeneProduct,,,eed44,,,,,,,,,,,,,
,,,,T-cell receptor beta chain V region,GeneProduct,,,be2de,cc6a4,,,,,,,,,,,,
,,,,"Striated muscle 
contraction",Pathway,,,d742e,,,,,,,,,,,,,
,,,,NLRP3,GeneProduct,,,af643,f9fd7,,,,,,,,,,,,
,,,,CASP9,GeneProduct,,,feb1a,,,,,,,,,,,,,
,,,,MKK 4/7,Protein,,,a915e,,,,,,,,,,,,,
,,,,CCR3,GeneProduct,,,b9690,,,,,,,,,,,,,
,,,,Dystrophin,Protein,,,cd639,,,,,,,,,,,,,
,,,,DAG1-a,GeneProduct,,,ce175,,,,,,,,,,,,,
,,,,"Macrophage
",GeneProduct,,,f3e5d,,b00,,,,,,,,,,,
,,,,EIF4G1,GeneProduct,,,abff6,,ae4,,,,,,,,,,,
,,,,SGCG,GeneProduct,,,b10f3,,,,,,,,,,,,,
,,,,CD40LG,GeneProduct,,,bc75b,,,,,,,,,,,,,
,,,,BNIP2,GeneProduct,,,bc9d0,,,,,,,,,,,,,
,,,,PAR,Metabolite,,,d947f,,,,,,,,,,,,,
,,,,"Myocarditis
",Pathway,,,e9ba4,,,,,,,,,,,,,
,,,,ABL2,GeneProduct,,,c039a,c4064,,,,,,,,,,,,
,,,,reactive oxygen species generators,Metabolite,,,efbc1,,,,,,,,,,,,,
,,,,NF-kB,GeneProduct,,,f6365,,,,,,,,,,,,,
,alternative name ERK1,,,MAPK3,GeneProduct,,,f852f,d765d,,,,,,,,,,,,
,,,,CD80,GeneProduct,,,f2b1b,,,,,,,,,,,,,
,,,,CAV1,GeneProduct,,,d7bd0,,,,,,,,,,,,,
,,,,IgG,GeneProduct,,,dd6f4,,,,,,,,,,,,,
,,,,"cd86
",Protein,,,a3ebf,,,,,,,,,,,,,
,,,,glycophosphatidylinositol,Metabolite,,,bdf24,,da6,,,,,,,,,,,
,,,,BH3 Bid,Protein,,,efe21,,df3,,,,,,,,,,,
,,,,Ca2+,Metabolite,,,db53f,,,,,,,,,,,,,
,,,,PTCRA,GeneProduct,,,c2acf,,,,,,,,,,,,,
,,,,CAAP1,GeneProduct,,,fcd6b,,f61,,,,,,,,,,,
,,,,PARP1,GeneProduct,,,c1c1f,,,,,,,,,,,,,
,,,,PABPC1,GeneProduct,,,f7404,,,,,,,,,,,,,
,,,,Proteasome,Pathway,,,e0197,,,,,,,,,,,,,
,alternative name ERK2,,,MAPK1,GeneProduct,,,ec786,d765d,,,,,,,,,,,,
,,,,IL12B,GeneProduct,,,f2cc7,b2b0e,,,,,,,,,,,,
,,,,,,,,id105de0c0,,,,,,,,,,,,,
,,,,,,,,id15b590dd,,,,,,,,,,,,,
,,,,,,,,id19757120,,,,,,,,,,,,,
,,,,,,,,id28e800c7,,,,,,,,,,,,,
,,,,,,,,id2f7063ad,,,,,,,,,,,,,
,,,,,,,,id32549f81,,,,,,,,,,,,,
,,,,,,,,id3671c18b,,,,,,,,,,,,,
,,,,,,,,id371d1798,,,,,,,,,,,,,
,,,,,,,,id38e63acc,,,,,,,,,,,,,
,,,,,,,,id3d9e779b,,,,,,,,,,,,,
,,,,,,,,id4061e15b,,,,,,,,,,,,,
,,,,,,,,id410cfab3,,,,,,,,,,,,,
,,,,,,,,id55c8af82,,,,,,,,,,,,,
,,,,,,,,id5bfd9cc4,,,,,,,,,,,,,
,,,,,,,,id5d2c6040,,,,,,,,,,,,,
,,,,,,,,id61dfeb5c,,,,,,,,,,,,,
,,,,,,,,id6a3f63d1,,,,,,,,,,,,,
,,,,,,,,id6ecfc3b5,,,,,,,,,,,,,
,,,,,,,,id708fb848,,,,,,,,,,,,,
,,,,,,,,id769a3304,,,,,,,,,,,,,
,,,,,,,,id7bcc78cd,,,,,,,,,,,,,
,,,,,,,,id7e1bb962,,,,,,,,,,,,,
,,,,,,,,id8afcf96f,,,,,,,,,,,,,
,,,,,,,,id8d0f29a7,,,,,,,,,,,,,
,,,,,,,,id92b6662e,,,,,,,,,,,,,
,,,,,,,,id9c910281,,b00,,,,,,,,,,,
,,,,,,,,ida300367d,,,,,,,,,,,,,
,,,,,,,,ida5273e6a,,,,,,,,,,,,,
,,,,,,,,ida92040c9,,,,,,,,,,,,,
,,,,,,,,idc102eea5,,,,,,,,,,,,,
,,,,,,,,idc415545e,,,,,,,,,,,,,
,,,,,,,,idc4fefdd1,,,,,,,,,,,,,
,,,,,,,,idd3eae666,,,,,,,,,,,,,
,,,,,,,,idd8c8c9db,,,,,,,,,,,,,
,,,,,,,,iddfde4663,,,,,,,,,,,,,
,,,,,,,,ide4d9724c,,,,,,,,,,,,,
,,,,,,,,idf084fc92,,,,,,,,,,,,,
,,,,,,,,idf9da346f,,,,,,,,,,,,,
,,,,,,,,idffcdff07,,,,,,,,,,,,,
,,,,,,,,id614ae133,,,,,,,,,,,,,
,,,,,,,,idd7d4e544,,,,,,,,,,,,,
,,,,,,,,idd7c9190,,,,,,,,,,,,,
,,,,,,,,idd143be8d,,,,,,,,,,,,,
,,,,,,,,idf3d791a1,,,,,,,,,,,,,
,,,,,,,,ida26a75a1,,,,,,,,,,,,,
,,,,,,,,id710ddef8,,,,,,,,,,,,,
,,,,,,,,id72ca6953,,,,,,,,,,,,,
,,,,,,,,ideba9f6d2,e1ef9,,,,,,,,,,,,
,,,,,,,,idaec8d8b7,,,,,,,,,,,,,
,,,,,,,,id9f479be8,,,,,,,,,,,,,
,,,,,,,,idb1031d15,,,,,,,,,,,,,
,,,,,,,,id36b64d56,,,,,,,,,,,,,
,,,,,,,,id495b2522,,,,,,,,,,,,,
,,,,,,,,id8fa79a88,,,,,,,,,,,,,
,,,,,,,,idffc6956c,,,,,,,,,,,,,
,,,,,,,,id2501dfb0,,,,,,,,,,,,,
,,,,,,,,id5c778501,,,,,,,,,,,,,
,,,,,,,,idff14f1f6,,,,,,,,,,,,,
,,,,,,,,idf6308fc3,,,,,,,,,,,,,
,,,,,,,,id269588de,,,,,,,,,,,,,
,,,,,,,,id69ec0697,,,,,,,,,,,,,
,,,,,,,,idf9d97684,e1ef9,,,,,,,,,,,,
,,,,,,,,id16c6430e,,,,,,,,,,,,,
,,,,,,,,id93e19d4e,,,,,,,,,,,,,
,,,,,,,,id6708a4f2,,,,,,,,,,,,,
,,,,,,,,idb4ce2812,,,,,,,,,,,,,
,,,,,,,,idea2e88ce,,,,,,,,,,,,,
,,,,,,,,id7721fd67,,,,,,,,,,,,,
,,,,,,,,idf8665cd0,,,,,,,,,,,,,
,,,,,,,,idd2f85e3e,,,,,,,,,,,,,
,,,,,,,,idc10c14f3,,,,,,,,,,,,,
,,,,,,,,id816ea461,,,,,,,,,,,,,
,,,,,,,,id7e4fe3ed,,,,,,,,,,,,,
,,,,,,,,idc0f5c895,,,,,,,,,,,,,
,,,,,,,,idf4bd4a59,,,,,,,,,,,,,
,,,,,,,,id3d5d171,,,,,,,,,,,,,
,,,,,,,,id8a701225,,,,,,,,,,,,,
,,,,,,,,id2a7b8b26,,,,,,,,,,,,,
,,,,,,,,idc1a7fc42,,,,,,,,,,,,,
,,,,,,,,id3d004697,,,,,,,,,,,,,
,,,,,,,,id51804601,,,,,,,,,,,,,
,,,,,,,,idef22fd2,,,,,,,,,,,,,
,,,,,,,,id8971bf2d,,,,,,,,,,,,,
,,,,,,,,idc6e23f05,,,,,,,,,,,,,
,,,,,,,,id43353d6,,,,,,,,,,,,,
,,,,,,,,id25fe5cc5,,,,,,,,,,,,,
,,,,,,,,id48d3e078,,,,,,,,,,,,,
,,,,,,,,idea86c788,,,,,,,,,,,,,
,,,,,,,,id525b49be,,,,,,,,,,,,,
,,,,,,,,idf0a3a4ce,,,,,,,,,,,,,
,,,,,,,,id5638dd72,,,,,,,,,,,,,
,,,,,,,,idf14a739a,,,,,,,,,,,,,
,,,,,,,,ida17697d3,,,,,,,,,,,,,
,,,,,,,,id1c938e97,,,,,,,,,,,,,
,,,,,,,,id671ab900,,,,,,,,,,,,,
,,,,,,,,idb8ee1e7b,,,,,,,,,,,,,
,,,,,,,,id3c0f5e0d,,,,,,,,,,,,,
,,,,,,,,id4a5fe13d,,,,,,,,,,,,,
,,,,,,,,id8ab6e0d0,,,,,,,,,,,,,
,,,,,,,,id375819c9,,,,,,,,,,,,,
,,,,,,,,id67267941,,,,,,,,,,,,,
,,,,,,,,id3e3e4dc6,,,,,,,,,,,,,
,,,,,,,,ide47ecf32,,,,,,,,,,,,,
,,,,,,,,id38dfbf64,,,,,,,,,,,,,
,,,,,,,,id24d408f2,e1ef9,,,,,,,,,,,,
,,,,,,,,idf81ccb6,e1ef9,,,,,,,,,,,,
,,,,,,,,idae130442,,,,,,,,,,,,,
,,,,,,,,id4716d6dd,,,,,,,,,,,,,
,,,,,,,,idf5d64deb,,,,,,,,,,,,,
,,,,,,,,idebd73eb3,,,,,,,,,,,,,
,,,,,,,,id1b970cf2,,,,,,,,,,,,,
,,,,,,,,idc479316d,,,,,,,,,,,,,
,,,,,,,,idc0f0edda,,,,,,,,,,,,,
,,,,,,,,id894526dc,,,,,,,,,,,,,
,,,,,,,,id4f1c00b2,,,,,,,,,,,,,
,,,,,,,,id8bcf65af,,,,,,,,,,,,,
,,,,,,,,id409f43ad,,,,,,,,,,,,,
,,,,,,,,id4d506a51,,,,,,,,,,,,,
,,,,,,,,id9f7775fc,,,,,,,,,,,,,
,,,,,,,,idc81fd1e7,,,,,,,,,,,,,
,,,,,,,,idc64ba47e,,,,,,,,,,,,,
,,,,,,,,id983f7c99,,,,,,,,,,,,,
,,,,,,,,id8c86371d,,,,,,,,,,,,,
,,,,,,,,id65741cbd,,,,,,,,,,,,,
,,,,,,,,idae80f837,,,,,,,,,,,,,
,,,,,,,,idcb6c3754,,,,,,,,,,,,,
,,,,,,,,idfc705f70,,,,,,,,,,,,,
,,,,,,,,id1aa95f02,,,,,,,,,,,,,
,,,,,,,,id5cf6d39,,,,,,,,,,,,,
,,,,,,,,id5c13a15,,,,,,,,,,,,,
,,,,,,,,id18051342,,,,,,,,,,,,,
,,,,,,,,idb95bdf11,,,,,,,,,,,,,
,,,,,,,,idfedcb397,,,,,,,,,,,,,
,,,,,,,,ida9e5b7da,,,,,,,,,,,,,
,,,,,,,,id63447cba,,,,,,,,,,,,,
,,,,,,,,id1c50bd9e,,,,,,,,,,,,,
,,,,,,,,ide7c9f0d1,,,,,,,,,,,,,
,,,,,,,,id1c059679,,,,,,,,,,,,,
,,,,,,,,id9b5e2582,,,,,,,,,,,,,
,,,,,,,,id87781a4,,,,,,,,,,,,,
,,,,,,,,id8eeab87d,,,,,,,,,,,,,
,,,,,,,,id63b47296,,,,,,,,,,,,,
,,,,,,,,id630adb7b,,,,,,,,,,,,,
,,,,,,,,ida42ad618,,,,,,,,,,,,,
,,,,,,,,id374b6b25,,,,,,,,,,,,,
,,,,,,,,id875a1e9f,,,,,,,,,,,,,
,,,,,,,,id9728b12,,,,,,,,,,,,,
,,,,,,,,id4ae99291,,,,,,,,,,,,,
,,,,,,,,ide984aa46,,,,,,,,,,,,,
,,,,,,,,id3b6688a4,,,,,,,,,,,,,
,,,,,,,,id18ac92cb,,,,,,,,,,,,,
,,,,,,,,idcf0d74c3,,,,,,,,,,,,,
,,,,,,,,idf399798b,,,,,,,,,,,,,
,,,,,,,,id2f035a3a,,,,,,,,,,,,,
,,,,,,,,iddedb6654,,,,,,,,,,,,,
,,,,,,,,id6d534327,,,,,,,,,,,,,
,,,,,,,,idae9fc001,,,,,,,,,,,,,
,,,,,,,,idd53d0114,,,,,,,,,,,,,
,,,,,,,,id5692b8ca,,,,,,,,,,,,,
,,,,,,,,ida762e014,,c23,,,,,,,,,,,
,,,,,,,,idfaed0cfb,,,,,,,,,,,,,
,,,,,,,,id369fa66a,,,,,,,,,,,,,
,,,,,,,,id5e0a1524,,,,,,,,,,,,,
,,,,,,,,id66df7c0c,,,,,,,,,,,,,
,,,,,,,,id522bf54a,,,,,,,,,,,,,
,,,,,,,,id4ffbda32,,,,,,,,,,,,,
,,,,,,,,id8218c56c,,,,,,,,,,,,,
,,,,,,,,ida4d0a8f3,,,,,,,,,,,,,
,,,,,,,,idf549d62c,,,,,,,,,,,,,
,,,,,,,,idf5cb79b5,,,,,,,,,,,,,
,,,,,,,,id6ef47328,,,,,,,,,,,,,
,,,,,,,,id91597b9c,,,,,,,,,,,,,
,,,,,,,,id4ca39ebc,,,,,,,,,,,,,
,,,,,,,,id419569ab,,,,,,,,,,,,,
,,,,,,,,iddf17cf1b,,,,,,,,,,,,,
,,,,,,,,ida31723f6,,,,,,,,,,,,,
,,,,,,,,id27be67e1,,,,,,,,,,,,,
,,,,,,,,id35b48ddd,,,,,,,,,,,,,
,,,,,,,,idd351164c,,,,,,,,,,,,,
,,,,,,,,idb0021c14,,,,,,,,,,,,,
,,,,,,,,id53c6c0e6,,,,,,,,,,,,,
,,,,,,,,id6f9e4f89,,,,,,,,,,,,,
,,,,,,,,idd0436f9f,,,,,,,,,,,,,
,,,,,,,,id29d647e8,,b4b,,,,,,,,,,,
,,,,,,,,id126aa2f1,,,,,,,,,,,,,
,,,,,,,,id747b00d5,,,,,,,,,,,,,
,,,,,,,,d3380,,,,,,,,,,,,,
,,,,,,,,dcb9d,,,,,,,,,,,,,
,,,,,,,,c65b9,,,,,,,,,,,,,
,,,,,,,,ff4e3,,,,,,,,,,,,,
,,,,,,,,db7fe,,,,,,,,,,,,,
,,,,,,,,e1f07,,,,,,,,,,,,,
,,,,,,,,da110,,,,,,,,,,,,,
,,,,,,,,fc499,,,,,,,,,,,,,
,,,,,,,,c190e,,,,,,,,,,,,,
,,,,,,,,c27a6,,,,,,,,,,,,,
,,,,,,,,a3630,,,,,,,,,,,,,
,,,,,,,,be8ff,,,,,,,,,,,,,
,,,,,,,,f127a,,,,,,,,,,,,,
,,,,,,,,e97f9,,,,,,,,,,,,,
,,,,,,,,f115c,,,,,,,,,,,,,
,,,,,,,,eb4f5,,,,,,,,,,,,,
,,,,,,,,d8c7c,,,,,,,,,,,,,
,,,,,,,,idd3dd0d66,,,,,,,,,,,,,
,,,,,,,,fdf62,,,,,,,,,,,,,
,,,,,,,,d3f98,,,,,,,,,,,,,
,,,,,,,,e363d,,,,,,,,,,,,,
,,,,,,,,idcf762063,,,,,,,,,,,,,
,,,,,,,,id64387f0a,,,,,,,,,,,,,
,,,,Apoptosis type I & II,,,,a20ac,,,,,,,,,,,,,
,,,,"Dystrophin deficiency leads to 
loss of the sarcoglycan complex
pre-cursor to DCM",,,,a213f,,f97,,,,,,,,,,,
,,,,Increased expr.,,,,a7adf,,,,,,,,,,,,,
,,,,Adjacent cardiomyocytes,,,,abf44,,,,,,,,,,,,,
,,,,HIV,,,,af64a,,de6,,,,,,,,,,,
,,,,Extracellular matrix,,,,b76d5,,,,,,,,,,,,,
,,,,AD2,,,,b831b,,,,,,,,,,,,,
,,,,Degeneration,,,,c2dac,,d8f,,,,,,,,,,,
,,,,Viral antigens,,,,c772d,,,,,,,,,,,,,
,,,,Sarcomer,,,,cc327,,,,,,,,,,,,,
,,,,CVB1,,,,cd959,,e3b,,,,,,,,,,,
,,,,"Primary 
profibrotic 
cytokine",,,,d1f14,,d8f,,,,,,,,,,,
,,,,"Phosphorylated dimers
move to nucleus
stimulate gene expression",,,,d65f2,,,,,,,,,,,,,
,,,,Mature secreted forms,,,,dfd16,,,,,,,,,,,,,
,,,,Degradation,,,,e2591,,,,,,,,,,,,,
,,,,CVB3,,,,e5596,,b1e,,,,,,,,,,,
,,,,HIV-triggered immune-mediated myocarditis,,,,e7ea2,,,,,,,,,,,,,
,,,,beta catenin pathway,,,,da3aa,,,,,,,,,,,,,
,,,,B cell,,,,b8065,,,,,,,,,,,,,
,Type your comment here,,,Viral genomic RNA,,,,f36cd,,c10,,,,,,,,,,,
,,,,"Max. release of
progeny virion",,,,dce91,,,,,,,,,,,,,
,,,,"Myocyte necrosis
Fibrosis
Myocyte atrophy",,,,cad70,,,,,,,,,,,,,
,,,,Type I induced apoptosis,,,,c4083,,,,,,,,,,,,,
,,,,"Overproduction of fibrofatty
 tissue in myocardium",,,,a9e28,e1ef9,,,,,,,,,,,,
,,,,"DNA
fragmentation
",,,,da713,,,,,,,,,,,,,
,,,,CD8*T cell,,,,fed5e,,,,,,,,,,,,,
,,,,"Viral replication, 
inactivation of p21ras",,,,ad0e2,,c23,,,,,,,,,,,
,,,,CVB 1 3 5 can all bind to both CAR and DAF,,,,ee995,,,,,,,,,,,,,
,,,,"Viral progeny 
release",,,,ad04a,,,,,,,,,,,,,
,,,,Nucleus,,,,d3b89,,,,,,,,,,,,,
,,,,Coxsackie B virus,,,,ed816,,,,,,,,,,,,,
,,,,Ubiquitin-proteasome system,,,,f2797,,,,,,,,,,,,,
,,,,Matrix degradation,,,,c2c4e,,f61,,,,,,,,,,,
,,,,Sarcoplasm,,,,f2bf4,,,,,,,,,,,,,
,,,,"HIV-1
",,,,ea662,,a34,,,,,,,,,,,
,,,,"Autoreactive
antibodies",,,,af1dc,,,,,,,,,,,,,
,,,,"Host protein synthesis shutoff
induction of CPE",,,,f09b0,,ae4,,,,,,,,,,,
,,,,Apoptotic cardiomyocyte,,,,e90fe,,,,,,,,,,,,,
,,,,ER,,,,cfa4e,,,,,,,,,,,,,
,,,,"Sarcolemma
",,,,d355f,,,,,,,,,,,,,
,,,,"Enterovirus-induced 
cardiomyopathy",,,,b5d55,,d8f,,,,,,,,,,,
,,,,Type II induced apoptosis,,,,db714,,,,,,,,,,,,,
,,,,"Virus-specific 
antibodies",,,,d8910,,,,,,,,,,,,,
,,,,Myocyte dysfunction,,,,e7ae3,,,,,,,,,,,,,
,,,,Dystrophin,,,,ce5b4,,,,,,,,,,,,,
,,,,"Decreased force transmission
Increased cell permeability",,,,a000e,,,,,,,,,,,,,
,,,,"Sarcoglycan complex
",,,,acef3,,,,,,,,,,,,,
,,,,"Adenovirus
",,,,e1a6f,,,,,,,,,,,,,
,,,,Cell cycle arrest,,,,d6817,,,,,,,,,,,,,
,,,,Cellular activation,,,,ad96f,,,,,,,,,,,,,
,,,,"Suppresses 
cytopathic 
effects",,,,cdc0a,,,,,,,,,,,,,
,,,,"Loss of mechanical
stability of the cell",,,,d9500,,ba3,,,,,,,,,,,
,,,,"Chaotic
apoptosis and/or necrosis",,,,d1968,e1ef9,,,,,,,,,,,,
,,,,Myosin,,,,f3e2f,,,,,,,,,,,,,
,,,,"Actin 
reorganization",,,,c24c8,,,,,,,,,,,,,
,,,,Viral replication,,,,f0317,,,,,,,,,,,,,
,,,,"DNA fragmentation
within nucleus",,,,fbb95,e1ef9,,,,,,,,,,,,
,,,,Mitochondrion,,,,a9a73,,,,,,,,,,,,,
,,,,CD4*T cell,,,,bb41e,,,,,,,,,,,,,
,,,,Antigen presenting cell,,,,f64c2,,,,,,,,,,,,,
,,,,Calcium pump,,,,b20de,,,,,,,,,,,,,
,,,,Myocyte,,,,e4582,,,,,,,,,,,,,
,,,,Inflammation,,,,f72d5,e1ef9,,,,,,,,,,,,
,,,,AD2 and 5 solely bind the CAR,,,,bc698,,,,,,,,,,,,,
,,,,"HIV-2
",,,,ed8a7,,,,,,,,,,,,,
,,,,"T cell receptor
signaling pathway",,,,cf195,,,,,,,,,,,,,
,,,,"Immune-mediated
myocyte damage",,,,bab8d,,d9b,,,,,,,,,,,
,,,,t-Bid,,,,b7858,,c9d,,,,,,,,,,,
,,,,Symptomatic arrhythmias,,,,d64a6,e1ef9,,,,,,,,,,,,
,,,,Nucleus,,,,b812d,,,,,,,,,,,,,
,,,,Decreased expr.,,,,abbf8,,,,,,,,,,,,,
,,,,"Increased expr.
? Promotes tissue fibrosis ?
",,,,e8594,,,,,,,,,,,,,
,,,,Cardiac antigens,,,,cfcfa,,,,,,,,,,,,,
,,,,antigen,,,,c7b21,,,,,,,,,,,,,
,,,,antigen,,,,a6c51,,,,,,,,,,,,,
,,,,,,,,bfab7,,,,,,,,,,,,,
,,,,,,,,b1deb,,,,,,,,,,,,,
,,,,,,,,f451d,,,,,,,,,,,,,
,,,,,,,,c0beb,,,,,,,,,,,,,
,,,,,,,,d4d39,,,,,,,,,,,,,
,,,,,,,,c02e4,,,,,,,,,,,,,
,,,,"Formation of
caveosomes
for CVB3 uptake",,,,d5ac9,,,,,,,,,,,,,
,,,,,,,,f2789,,,,,,,,,,,,,
,,,,,,,,bf938,e1ef9,,,,,,,,,,,,
,,,,,,,,dd1d3,,f4d,,,,,,,,,,,
,,,,,,,,f8202,,fd5,,,,,,,,,,,
,,,,,,,,b190c,,,,,,,,,,,,,
,,,,,,,,c71f2,,,,,,,,,,,,,
,,,,,,,,caaa4,,,,,,,,,,,,,
,,,,,,,,ce4e4,,,,,,,,,,,,,
,,,,"CAR/DAF 
complex",,,,c5312,,,,,,,,,,,,,
,,,,,,,,a3910,,,,,,,,,,,,,
,,,,,,,,ced81,,,,,,,,,,,,,
,,,,,,,,a1b29,,,,,,,,,,,,,
,,,,,,,,ec0ad,,,,ec0ad,Complex,,,,,,,,
,,,,,,,,e1ef9,,,,e1ef9,Group,,,,,,,,
,,,,,,,,f9a03,,,,f9a03,Group,,,,,,,,
,,,,,,,,f9fd7,,,,f9fd7,Complex,,,,,,,,
,,,,,,,,f46d1,,,,f46d1,Group,,,,,,,,
,,,,,,,,c4064,,,,c4064,Group,,,,,,,,
,,,,,,,,c695c,,,,c695c,Group,,,,,,,,
,,,,,,,,c5f02,,e79,,c5f02,Group,,,,,,,,
,,,,,,,,cc6a4,,,,cc6a4,Group,,,,,,,,
,,,,,,,,dff1d,,d5e,,dff1d,Group,,,,,,,,
,,,,,,,,d765d,,,,d765d,Group,,,,,,,,
,,,,,,,,b2b0e,,,,b2b0e,Complex,,,,,,,,
,,,,,,,,ebd20,,,,ebd20,Group,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Pathways associated with ADHD (Attention-Deficit/Hyperactivity Disorder) and Autism Spectrum Disorder (ASD). Neurodivergent conditions linked in studies to these pathways include ADHD, Autism, Dyspraxia, Dyslexia, Dyscalculia, bipolar disorder, obsessive-compulsive disorder, Sensory processing disorders, Tourette syndrome.The purpose of this project is to create a highly detailed, comprehensive map of the metabolic pathway associated with these disorders, from indicated input vitamins through synthesis to signaling across the synaptic gap, reuptake, and catabolism (breakdown) receptors. This pathway is constructed with computational analysis and machine learning in mind. Priority has been given to ensure it is parametrically accurate, detailed, and comprehensive. In cases where there's a decision between readability and parametric accuracy, parametric accuracy is given priority.  This pathway is inspired by Kimberly Kitzerow and her meta-analysis research on the biomechanisms and pathways behind invisible illnesses. https://kimberly102347.com/the-chart/ 
Pathways included in this map:
One-Carbon (1C),
Metabolism Folate Cycle,
Methionine Cycle,
Tetrahydrobiopterin (BH4) Pathway,
Neurotransmitter Synthesis, Reuptake, and Breakdown,
Kynurenine Pathway (KP),
Endocannabinoid System (ECS),
Neuroreceptor Dynamics in the Synaptic Cleft,
ROS Reactive Oxygen Stress.",,,,,,,,,,,,,,,,,,,,
,,5881.508972267537,1853.3823503730848,,,,,,,,,,,,,,,,,,
,,,,SCN2A,Protein,,,,b3ab0,,,,,,,,,,,,
,,,,"SSRIs
(fluoxetine, citalopram,
sertraline, paroxetine,
escitalopram)",Metabolite,,,c79aa,,a4d,,,,,,,,,,,
,,,,"SNP
single nucleotide
polymorphism",Rna,,,de26c,,,,,,,,,,,,,
,,,,Metabolite,Metabolite,,,e70e0,,,,,,,,,,,,,
,,,,Protein,Protein,,,ffd3f,,,,,,,,,,,,,
,,,,rs6189,Rna,,,cd049,a3848,a94,,,,,,,,,,,
,,,,MN2+,Metabolite,,,a5974,a4d6d,,,,,,,,,,,,
,,,,CNTN6,GeneProduct,,,a99ad,c2301,,,,,,,,,,,,
,,,,rs1137070,Rna,,,c2e28,c4fef,e62,,,,,,,,,,,
,,,,NA Aldehyde,Metabolite,,,d616e,,,,,,,,,,,,,
,,,,THF-polyglutamate,Metabolite,,,f9e28,,,,,,,,,,,,,
